origin_zone,origin_zone_name,origin_prefecture_code,destination_zone,destination_zone_name,destination_prefecture_code,estimated_movements_per_weekday,rounded_movements_per_weekday,source,year,coverage,zone_level,value_status,business_private_movements,return_home_movements,return_allocation_fraction,unknown_purpose_omitted
mlit207:101,前橋・高崎,10,mlit207:424,伊万里・北松,42,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:425,対馬,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:426,壱岐,42,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:43,古川,04,24,24,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:431,熊本,43,14,14,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:432,八代・芦北,43,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:433,天草,43,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:434,球磨,43,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:441,大分,44,15,15,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:442,周防灘,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:443,日田・玖珠,44,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:444,佐伯,44,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:451,宮崎,45,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:452,都城・北諸県,45,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:453,延岡,45,1,1,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:454,日南,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:455,小林・西諸県,45,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:461,鹿児島,46,3,3,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:462,川北薩・串木野,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:463,大隈,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:464,大島,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:465,南薩,46,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:466,熊毛,46,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:471,南部,47,94,94,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:472,中部,47,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:473,北部,47,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:474,宮古・八重山,47,4,4,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:481,釧路,01,21,21,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:482,帯広,01,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:483,根室,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:491,札幌,01,82,82,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:492,苫小牧,01,4,4,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:493,小樽・倶知安,01,22,22,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:494,室蘭,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:495,岩見沢,01,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:496,滝川,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:497,深川,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:498,静内,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:501,函館,01,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:502,江差,01,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:51,秋田臨海,05,9,9,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:52,米代川上流,05,2,2,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:53,米代川下流,05,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:54,雄物川流域,05,105,105,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:61,山形,06,60,60,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:62,庄内,06,11,11,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:63,米沢,06,5,5,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:64,新庄,06,,,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,unreported_blank,,,,
mlit207:101,前橋・高崎,10,mlit207:71,福島,07,58,58,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:72,いわき,07,37,37,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:73,郡山,07,80,80,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:74,会津,07,87,87,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:75,相双,07,8,8,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:76,白河,07,58,58,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:81,水戸・日立,08,365,365,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
mlit207:101,前橋・高崎,10,mlit207:82,土浦,08,666,666,2015 National Survey of Net Passenger Flow,2015,national trunk survey scope; metropolitan group and same-prefecture movements excluded,207-life-area,published_estimate,,,,
